"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"2015",6699940140,"20140908T000000",352000,4,2.5,2470,5015,2,0,0,3,8,2470,0,2004,0,98038,47.3457,-122.041,2470,5100
"2017",5379804730,"20140718T000000",156000,3,1,770,9750,1,0,0,3,6,770,0,1941,0,98188,47.4509,-122.275,1560,10707
"2019",629600030,"20140714T000000",630000,4,2.5,2510,35020,1,0,0,4,8,1610,900,1977,0,98075,47.5834,-122.003,2080,34398
"2027",5347200160,"20140512T000000",235000,1,1,810,2451,1,0,0,5,7,810,0,1941,0,98126,47.5188,-122.376,980,1198
"2040",3395040550,"20150429T000000",320000,3,2.5,1530,2890,2,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890
"2044",898000200,"20150402T000000",219950,3,1,1200,7727,1,0,0,4,7,1200,0,1959,0,98022,47.2021,-121.999,1300,7718
"2079",2618300350,"20140718T000000",199000,3,1,1390,12145,1,0,0,4,7,1390,0,1964,0,98042,47.4225,-122.15,1030,10800
"2085",5317100570,"20141215T000000",1250000,3,2.5,2070,4944,2,0,0,3,9,2070,0,1930,0,98112,47.6256,-122.284,3300,6179
"2088",8682291940,"20140630T000000",419000,2,1.75,1510,4980,1,0,0,3,8,1510,0,2006,0,98053,47.7191,-122.023,1350,4157
"2100",6414100111,"20141105T000000",365000,2,1,990,9223,1,0,0,3,7,990,0,1949,0,98125,47.72,-122.32,1230,7244
"2103",3279000370,"20150202T000000",279000,3,2.5,1500,7350,1,0,0,2,7,1060,440,1979,0,98023,47.3025,-122.382,1390,7770
"2146",6378500105,"20141224T000000",415000,2,1,1510,6807,1,0,0,3,7,1090,420,1939,0,98133,47.711,-122.353,1460,6807
"2155",4435000520,"20140926T000000",245990,3,1,1040,8410,1,0,0,3,7,1040,0,1942,2014,98188,47.453,-122.289,1350,8410
"2163",5422420140,"20140611T000000",280000,3,2.5,1860,6607,2,0,0,3,7,1860,0,1989,0,98023,47.2891,-122.351,1760,6766
"2176",7443000640,"20140912T000000",460000,3,1.75,1400,2003,1,0,0,4,8,700,700,1908,2006,98119,47.6508,-122.368,1370,1281
"2207",4399200075,"20140703T000000",250000,3,1.75,1770,8868,1,0,0,4,7,1770,0,1959,0,98002,47.3188,-122.212,1630,9706
"2222",7137900960,"20140625T000000",235000,4,2,1570,9415,2,0,0,4,7,1570,0,1984,0,98092,47.3168,-122.174,1550,8978
"2232",8563000520,"20141029T000000",529219,4,2.25,1990,7610,1,0,0,4,8,1290,700,1966,0,98008,47.6236,-122.103,1820,8198
"2243",5104531820,"20140602T000000",525000,4,2.5,2910,7631,2,0,2,3,9,2910,0,2006,0,98038,47.3552,-122.001,3190,5552
"2244",6620400631,"20140709T000000",284000,4,1.75,1880,8800,1,0,0,3,7,1130,750,1960,0,98168,47.5137,-122.333,1340,8733
"2245",3582500240,"20140514T000000",510000,3,1.75,2170,26460,1,0,0,3,8,1450,720,1986,0,98074,47.6147,-122.045,2090,29075
"2248",425069139,"20141027T000000",6e+05,4,2.25,2090,45738,2,0,0,3,8,2090,0,1987,0,98053,47.6876,-122.049,3420,45738
"2249",3047700105,"20150423T000000",990000,4,3.75,3450,4940,2,0,0,3,10,2570,880,2006,0,98103,47.692,-122.338,1880,5387
"2262",3971701455,"20141003T000000",273000,2,0.5,1180,7750,1,0,0,4,6,590,590,1945,0,98155,47.769,-122.316,1380,8976
"2273",3313600340,"20140616T000000",183000,3,1.75,1070,8100,1,0,0,4,6,1070,0,1957,0,98002,47.2853,-122.22,1260,8100
"2298",2331540070,"20140703T000000",342000,4,2.5,2300,6448,2,0,0,3,8,2300,0,2001,0,98030,47.3813,-122.204,1860,5872
"2317",7732410370,"20140909T000000",898000,5,2.25,2700,9000,2,0,0,5,9,2700,0,1987,0,98007,47.6599,-122.146,2630,9000
"2322",2622059062,"20141015T000000",739500,3,3.25,4460,51177,2,0,0,3,9,4460,0,2005,0,98042,47.3648,-122.143,2670,38925
"2343",3629910240,"20140505T000000",705380,3,2.5,2490,4343,2,0,0,3,9,2490,0,2003,0,98029,47.5493,-121.993,2130,4106
"2362",8902000267,"20150402T000000",5e+05,4,2.75,2260,7209,1,0,3,3,7,1330,930,2002,0,98125,47.7088,-122.302,1790,10860
"2389",2395710070,"20140725T000000",340000,4,2.25,2230,6791,2,0,0,3,8,2230,0,2005,0,98038,47.3769,-122.028,2420,6297
"2406",9547205660,"20150504T000000",603000,3,2.25,1700,2800,2,0,0,5,7,1150,550,1926,0,98115,47.6819,-122.311,1500,3400
"2421",8682281710,"20140620T000000",754800,2,2.5,2770,7781,2,0,0,3,8,2770,0,2006,0,98053,47.7072,-122.017,1870,5984
"2428",9423400193,"20141226T000000",473000,3,2.75,1050,7200,1,0,0,3,7,1050,0,1985,0,98125,47.7163,-122.303,1860,9000
"2435",7215420160,"20140701T000000",445000,4,2.5,2280,42077,2,0,0,3,8,2280,0,1994,0,98042,47.3424,-122.077,2280,36236
"2484",3034200370,"20141031T000000",543000,4,2.5,2060,8451,2,0,0,3,8,2060,0,1995,0,98133,47.7168,-122.333,2060,9460
"2490",5416100160,"20150210T000000",353000,3,2.5,2510,9240,2,0,0,4,8,2510,0,2001,0,98022,47.1896,-122.013,2690,9240
"2494",9407110710,"20141107T000000",195000,3,1.75,1510,8400,1,0,0,2,7,980,530,1979,0,98045,47.4476,-121.771,1500,10125
"2508",3629910370,"20150410T000000",650000,3,2.5,2190,3600,2,0,0,3,9,2190,0,2003,0,98029,47.5506,-121.993,2300,3600
"2510",1024069159,"20150313T000000",526000,3,1.75,1780,37801,1,0,0,3,7,1300,480,1977,0,98075,47.5858,-122.015,2380,47480
"2511",418000310,"20140514T000000",155000,2,1,700,5200,1,0,0,5,6,700,0,1952,0,98056,47.4924,-122.175,1030,5200
"2530",3126049094,"20141112T000000",392450,4,2,2195,2681,1,0,0,3,7,1060,1135,1912,0,98103,47.6965,-122.342,1710,1280
"2532",1232000810,"20140912T000000",340000,3,2.5,1400,4800,1,0,0,3,7,1200,200,1921,0,98117,47.6865,-122.379,1440,3840
"2533",1232000810,"20150326T000000",537000,3,2.5,1400,4800,1,0,0,3,7,1200,200,1921,0,98117,47.6865,-122.379,1440,3840
"2541",1862400517,"20140813T000000",350000,3,2,1320,1298,3,0,0,3,7,1320,0,1995,0,98117,47.6959,-122.376,1380,1503
"2544",7215410320,"20150311T000000",390000,3,2.5,2480,53250,2,0,0,3,9,2480,0,1990,0,98042,47.3323,-122.079,2510,36549
"2560",9828202255,"20140922T000000",890000,4,2.75,2610,4400,1,0,0,5,8,1260,1350,1920,0,98122,47.6158,-122.293,1770,4400
"2564",8722100570,"20150403T000000",1600000,4,2.25,2940,5735,1,0,0,3,9,1470,1470,1957,0,98112,47.6381,-122.304,2230,5659
"2572",1471620240,"20140516T000000",275000,3,2.5,1480,15639,2,0,0,3,8,1480,0,1987,0,98045,47.4723,-121.746,1480,16454
"2588",7452500340,"20141204T000000",265000,3,1,1080,4930,1,0,0,3,6,1080,0,1950,0,98126,47.5209,-122.374,1100,5950
"2612",2946000751,"20140724T000000",230000,3,1,1300,14000,1,0,0,4,7,1300,0,1958,0,98198,47.4213,-122.322,1390,8750
"2613",1796250140,"20150310T000000",399950,3,2.5,2000,30605,2,0,0,4,8,2000,0,1989,0,98042,47.3442,-122.062,1930,35350
"2616",5700000340,"20150427T000000",7e+05,3,2,2130,4299,1.5,0,0,4,7,1680,450,1922,0,98144,47.5779,-122.294,2040,4548
"2619",9829200566,"20140630T000000",1165000,3,3,3790,5001,2,0,0,3,10,2810,980,1989,0,98122,47.6035,-122.285,2500,6286
"2629",1062100075,"20150503T000000",455000,2,1,980,5000,1,0,0,4,7,980,0,1950,0,98155,47.7518,-122.279,1600,5965
"2630",8825900070,"20140818T000000",705000,6,2,2570,4240,1.5,0,0,4,7,1970,600,1911,0,98115,47.6754,-122.307,2030,4240
"2633",7983000200,"20150225T000000",250000,3,1,1300,8284,1,0,0,3,7,1300,0,1968,0,98003,47.3327,-122.306,1360,7848
"2649",7504020810,"20141020T000000",610000,5,2.25,2520,11700,2,0,0,3,9,2520,0,1977,0,98074,47.6322,-122.053,2530,12000
"2682",1432400060,"20140529T000000",230000,2,1,950,7560,1,0,0,3,6,950,0,1958,0,98058,47.4499,-122.176,1160,7560
"2725",2770601741,"20141106T000000",390000,3,3,1490,2944,2,0,0,3,7,960,530,1993,0,98199,47.6506,-122.384,1590,1600
"2742",1257200060,"20150327T000000",595000,4,1.75,1880,4080,1,0,0,3,7,940,940,1924,0,98115,47.6754,-122.327,1410,4080
"2752",7888200240,"20150319T000000",265000,4,1.5,1240,8158,1,0,0,4,7,1110,130,1961,0,98198,47.3716,-122.31,1520,8147
"2779",2490200055,"20140801T000000",560000,3,3.5,2270,4088,2,0,0,3,8,1880,390,1996,0,98136,47.5356,-122.384,1760,5425
"2788",2526059046,"20150429T000000",638500,4,2.5,1980,6568,2,0,0,3,8,1980,0,2004,0,98052,47.704,-122.101,2310,6496
"2803",3204500340,"20141219T000000",179500,3,1,1180,32214,1,0,0,3,7,1180,0,1952,0,98092,47.3313,-122.198,2300,13714
"2818",9136101776,"20140918T000000",709000,4,1,1680,4087,1.5,0,0,3,7,1680,0,1911,0,98103,47.6667,-122.337,1740,3745
"2830",1432400490,"20150401T000000",145600,3,1,1170,7560,1,0,0,3,6,1170,0,1958,0,98058,47.4514,-122.178,1170,7560
"2834",3558910490,"20140731T000000",450000,4,1.75,1980,7350,1,0,0,3,7,1430,550,1973,0,98034,47.7088,-122.202,1870,7920
"2842",2755200090,"20140714T000000",576000,3,1,1140,5395,1,0,0,4,7,1010,130,1909,0,98115,47.6782,-122.306,1700,5376
"2861",1025069192,"20141105T000000",929000,4,3.25,4030,57499,2,0,0,3,9,4030,0,2002,0,98053,47.6617,-122.026,3470,57499
"2863",9477100490,"20150424T000000",441500,3,1.75,1510,7700,1,0,0,3,7,1510,0,1968,0,98034,47.7283,-122.194,1440,7416
"2879",1665400165,"20140507T000000",249000,3,1,1110,8423,1,0,0,3,7,1110,0,1952,0,98166,47.4718,-122.342,1140,9083
"2884",1574100025,"20140807T000000",525000,4,1.5,1170,6240,1,0,0,4,6,1170,0,1960,0,98040,47.5495,-122.232,2380,8846
"2887",1994200031,"20140620T000000",450000,3,2,1430,3480,1,0,0,3,7,980,450,1947,0,98103,47.6874,-122.336,1450,4650
"2888",2523069156,"20141203T000000",520000,3,2.25,2510,43995,2,0,0,3,8,2510,0,1981,0,98027,47.4545,-121.988,2470,48351
"2891",3750605349,"20150304T000000",210500,3,1,1220,9600,1,0,0,5,7,1220,0,1958,0,98001,47.2622,-122.282,1310,9600
"2898",6300000378,"20150303T000000",435000,4,2,2030,4033,2,0,0,4,7,1630,400,1925,0,98133,47.7056,-122.342,1350,1340
"2914",6117502727,"20140902T000000",738000,5,3.5,2790,16952,2,0,2,3,10,1970,820,1991,0,98166,47.4384,-122.347,2980,17281
"2924",3834000805,"20140710T000000",350000,4,1,1170,8147,1.5,0,0,3,6,1170,0,1959,0,98125,47.7281,-122.289,1260,8147
"2926",5103300090,"20140801T000000",699000,5,2.5,3340,24755,2,0,0,3,10,3340,0,2002,0,98038,47.4565,-122.066,3420,23274
"2927",9558200025,"20140730T000000",265000,3,2,1380,8536,2,0,0,4,7,1380,0,1955,0,98148,47.4374,-122.335,1260,8750
"2932",7977201240,"20150311T000000",1010000,4,3.5,3500,4080,2,0,2,3,9,2590,910,2004,0,98115,47.6834,-122.292,2430,5100
"2936",2412100025,"20140606T000000",315000,3,1.5,1750,12500,1,0,0,3,7,1150,600,1954,0,98024,47.5666,-121.902,1680,13000
"2953",3339900096,"20141210T000000",250750,5,1.75,2140,12058,1,0,0,4,8,2140,0,1951,0,98002,47.3167,-122.214,1640,10125
"2969",1446801030,"20140822T000000",220000,4,1.75,1660,11664,1,0,0,3,6,1010,650,1952,0,98168,47.4943,-122.331,1670,9975
"2974",3278602670,"20140930T000000",219500,1,1,820,1060,1,0,0,3,8,760,60,2007,0,98126,47.5473,-122.371,1770,1924
"2982",3679400025,"20140812T000000",385000,3,1.75,2160,5863,1.5,0,0,4,7,1260,900,1928,0,98144,47.5729,-122.315,1590,3000
"2985",4003000053,"20140813T000000",765000,3,2.75,2250,9600,2.5,0,0,4,9,1830,420,1909,1991,98122,47.6033,-122.287,2060,4980
"2986",7855600820,"20140904T000000",802000,4,2.25,2130,8734,2,0,2,4,8,2130,0,1961,0,98006,47.5672,-122.161,2550,8800
"3000",5071400485,"20140807T000000",637000,3,2,1980,6000,1,0,0,4,7,1380,600,1958,0,98115,47.6921,-122.283,1260,6000
"3007",8682291730,"20140513T000000",530000,2,2,1680,4950,1,0,0,3,8,1680,0,2006,0,98053,47.7194,-122.022,1570,4800
"3009",9297800165,"20141211T000000",430000,4,2.25,2020,4840,1.5,0,0,5,8,1200,820,1925,0,98126,47.5576,-122.376,1410,4840
"3023",3751604169,"20150224T000000",279000,2,2.75,1770,10534,1,0,0,3,8,1210,560,2003,0,98001,47.2773,-122.276,1600,17400
"3042",6117500025,"20150217T000000",530000,5,2.75,3230,13572,1,0,2,3,8,1880,1350,1965,0,98166,47.4393,-122.347,2910,15292
"3060",9477101280,"20141230T000000",424950,3,1.75,2090,7505,1,0,0,3,7,2090,0,1967,0,98034,47.7326,-122.194,1510,7416
"3063",3163600015,"20150128T000000",156000,2,1,600,4000,1,0,0,3,5,600,0,1933,0,98146,47.5065,-122.339,1290,6973
"3066",4473400195,"20140716T000000",950000,5,3.25,2700,3650,2,0,2,3,9,2070,630,1926,2014,98144,47.5959,-122.291,1940,4000
"3067",9358001566,"20150213T000000",4e+05,2,2.5,1410,1281,2,0,0,3,8,1090,320,2008,0,98126,47.5659,-122.37,1410,2550
"3083",2919702235,"20140528T000000",740000,2,1.75,2080,4800,1,0,0,5,7,1080,1000,1923,0,98117,47.6896,-122.362,1310,4800
"3088",7334501240,"20140519T000000",280000,3,2.5,1270,9675,2,0,0,3,8,1270,0,1993,0,98045,47.4639,-121.744,1270,11700
"3089",7885801460,"20150106T000000",325000,4,2.5,2260,5702,2,0,0,3,8,2260,0,2002,0,98042,47.3488,-122.151,2450,6381
"3112",3751600176,"20150306T000000",196000,3,1.5,1000,18568,1,0,0,3,6,1000,0,1989,0,98001,47.2976,-122.271,1610,17420
"3145",114101500,"20150417T000000",325000,4,1.75,1370,9993,1,0,0,3,6,1370,0,1918,0,98028,47.7572,-122.228,1650,11592
"3151",7972601030,"20150420T000000",426000,3,1.5,1380,7200,1,0,0,3,7,1080,300,1948,0,98106,47.5292,-122.348,1220,7200
"3158",1827200265,"20140911T000000",1899000,2,2.75,3690,32044,2,1,4,3,12,3690,0,1989,0,98166,47.4485,-122.369,2310,26988
"3178",2770605065,"20141118T000000",450000,2,1,1180,6000,1,0,0,3,7,1180,0,1910,0,98119,47.6531,-122.373,1600,6000
"3187",3521049048,"20140811T000000",515000,3,2.5,3430,48993,2,0,0,3,9,3430,0,2001,0,98001,47.2609,-122.27,2460,36256
"3188",1118001645,"20150130T000000",1400000,3,3.25,3020,6073,2,0,0,4,9,3020,0,1954,0,98112,47.6332,-122.29,3020,7700
"3205",4136980090,"20150407T000000",537000,4,4.25,4883,26040,2,0,3,3,10,3859,1024,2006,0,98092,47.263,-122.216,3736,9870
"3208",9510970090,"20141121T000000",637250,4,2.5,2120,3220,2,0,0,3,9,2120,0,2005,0,98052,47.6662,-122.083,2120,3547
"3213",3959400855,"20140820T000000",525000,4,2.75,2470,7200,1,0,0,5,7,1350,1120,1940,0,98108,47.5631,-122.317,1500,6000
"3222",1176000964,"20150422T000000",638000,4,1.75,1470,4236,1.5,0,0,4,7,1470,0,1946,0,98107,47.6692,-122.399,1480,5400
"3225",7885800740,"20150218T000000",270000,4,2.5,2350,5835,2,0,0,3,8,2350,0,2003,0,98042,47.3494,-122.153,3010,5772
"3230",9808700405,"20140604T000000",1901000,3,2.5,2660,13367,2,0,2,3,10,2660,0,1992,0,98004,47.6501,-122.217,2660,13367
"3231",2877102345,"20141027T000000",511718,2,1.75,1700,5000,1,0,0,3,6,850,850,1915,0,98117,47.6787,-122.363,1690,5000
"3238",2296500131,"20141216T000000",739000,5,4,4660,9900,2,0,2,4,9,2600,2060,1979,0,98056,47.5135,-122.2,3380,9900
"3239",1761300850,"20141217T000000",271000,4,1.75,1710,7200,1,0,0,5,7,910,800,1975,0,98031,47.3967,-122.174,1730,7200
"3255",2917200645,"20150511T000000",575000,4,1.75,2020,6200,1,0,0,4,6,1010,1010,1948,0,98133,47.7013,-122.35,1440,4158
"3262",7224000315,"20140723T000000",256000,3,1,880,5375,1,0,0,4,5,880,0,1924,0,98055,47.4858,-122.202,980,4838
"3270",1266200015,"20150127T000000",805500,3,1,1440,10330,1,0,0,4,7,1440,0,1952,0,98004,47.6245,-122.193,2080,10327
"3280",9550200265,"20140818T000000",625000,3,1,1240,4080,1,0,0,3,7,1240,0,1925,0,98103,47.667,-122.333,2060,4080
"3291",8700100100,"20140819T000000",295000,4,2.5,1850,6663,2,0,0,3,7,1850,0,1990,0,98030,47.3618,-122.195,1850,6417
"3299",7409700215,"20140606T000000",550000,3,1.5,1900,5000,1.5,0,0,3,7,1640,260,1926,0,98115,47.6779,-122.294,2090,5000
"3308",1796351080,"20140718T000000",208000,3,2,1250,7995,1,0,0,4,7,1250,0,1980,0,98042,47.3684,-122.092,1540,7650
"3315",3438500714,"20140506T000000",325000,4,2.5,1890,6156,1,0,0,3,7,980,910,1980,0,98106,47.551,-122.356,1590,6954
"3316",726049184,"20140721T000000",294000,2,1,820,6366,1,0,0,5,6,820,0,1952,0,98133,47.7512,-122.34,1580,10169
"3325",2600300110,"20141202T000000",555000,4,1.75,2350,6200,1.5,0,0,4,7,1410,940,1946,0,98116,47.559,-122.397,1800,6150
"3333",3410600015,"20150406T000000",250000,2,0.75,700,16828,1,0,0,4,6,700,0,1958,0,98092,47.3009,-122.125,2010,29316
"3334",3276050110,"20141010T000000",368500,2,1.75,2510,19141,2,0,0,3,9,2510,0,1977,0,98092,47.3103,-122.199,2400,13030
"3369",9136101335,"20140515T000000",613000,4,2,1550,4815,1.5,0,0,3,7,1550,0,1909,0,98103,47.667,-122.336,1680,4013
"3391",5249801785,"20141205T000000",579000,2,2,1760,7200,1,0,0,5,7,880,880,1946,0,98118,47.5658,-122.276,1760,7200
"3397",2721049059,"20140528T000000",225000,3,2,2030,24829,1,0,0,4,7,1220,810,1979,0,98001,47.2718,-122.291,1980,15204
"3412",7518503200,"20140701T000000",459500,2,1,1250,3825,1,0,0,3,7,850,400,1929,0,98117,47.6805,-122.38,1370,4998
"3429",5416510110,"20140605T000000",297500,4,2.5,1910,5000,2,0,0,3,7,1910,0,2005,0,98038,47.3608,-122.036,2020,5000
"3435",8568700015,"20150423T000000",446000,3,1.75,1460,9998,1,0,0,3,7,960,500,1958,0,98028,47.7434,-122.242,1460,9998
"3448",7853301560,"20140625T000000",762000,4,3.5,4000,15253,2,0,0,3,9,4000,0,2007,0,98065,47.5433,-121.887,3550,8747
"3452",871001500,"20140623T000000",735000,4,2.25,2270,5102,1,0,0,5,8,1340,930,1954,0,98199,47.6528,-122.408,1800,5102
"3462",3023039066,"20150323T000000",329500,3,1,1810,13068,1,0,0,4,7,1360,450,1941,0,98070,47.4482,-122.462,1400,13068
"3468",1453602309,"20140805T000000",288000,0,1.5,1430,1650,3,0,0,3,7,1430,0,1999,0,98125,47.7222,-122.29,1430,1650
"3469",7518504291,"20141215T000000",535000,2,1,1520,3360,1,0,0,4,7,830,690,1927,0,98117,47.6815,-122.382,1470,3774
"3474",9542840590,"20140602T000000",275000,3,2,1380,4500,1,0,0,3,7,1380,0,2008,0,98038,47.3661,-122.021,1620,4000
"3477",98000750,"20141021T000000",1165000,5,3.75,4220,15959,2,0,0,3,11,4220,0,2004,0,98075,47.5869,-121.967,4630,16531
"3484",8651400750,"20141028T000000",209950,3,1.75,1100,5525,1,0,0,5,6,1100,0,1968,0,98042,47.3625,-122.084,1050,5200
"3487",4168000110,"20140826T000000",207000,3,1,1080,10200,1,0,0,4,7,1080,0,1962,0,98023,47.3215,-122.351,1230,10400
"3489",2523039278,"20140624T000000",324950,3,1.5,1460,8710,1,0,0,3,7,1460,0,1955,0,98166,47.4561,-122.357,1400,8645
"3505",7000100850,"20140926T000000",569000,4,1.75,1230,7890,1,0,1,4,7,1090,140,1950,0,98004,47.5808,-122.189,2380,13176
"3519",2817800100,"20140701T000000",328950,4,1.75,2550,8976,1,0,0,5,7,1300,1250,1978,0,98058,47.4286,-122.179,2220,9477
"3533",6840701095,"20150403T000000",548500,3,1,1740,4400,1.5,0,0,3,7,1740,0,1924,0,98122,47.6059,-122.3,1720,4400
"3553",1326039039,"20140729T000000",334550,2,1,880,12000,1,0,0,3,7,880,0,1939,0,98133,47.7436,-122.356,1960,9395
"3575",6600490300,"20150126T000000",230000,2,2,1300,3608,1,0,0,3,7,1300,0,2004,0,98198,47.3623,-122.309,1510,3608
"3585",7129304085,"20140708T000000",330000,3,2.25,2220,4060,1,0,0,3,7,1330,890,1993,0,98118,47.5188,-122.265,1930,5625
"3591",7752200100,"20140930T000000",630000,4,2.5,2540,11100,1,0,0,5,7,2540,0,1957,0,98008,47.6317,-122.124,1560,11100
"3610",8658303585,"20140807T000000",252500,2,1,900,7500,1,0,0,4,6,900,0,1961,0,98014,47.6481,-121.916,1190,10000
"3616",3426049031,"20140617T000000",870000,4,4.25,3010,4887,2,0,3,4,10,1940,1070,1951,1996,98115,47.6933,-122.272,2540,9375
"3618",8965450110,"20140912T000000",850000,3,2.5,3300,11570,2,0,0,3,9,3300,0,1994,0,98006,47.5599,-122.121,3280,11446
"3637",191101015,"20141211T000000",830000,3,1.5,1840,10125,1,0,0,4,8,1220,620,1959,0,98040,47.5607,-122.217,2320,10160
"3640",7657000165,"20140730T000000",2e+05,4,1,1070,7467,1.5,0,0,3,7,1070,0,1944,0,98178,47.4942,-122.235,1160,7467
"3649",7338402690,"20150401T000000",335000,6,2,2020,7071,1,0,0,3,7,1010,1010,1979,0,98108,47.5329,-122.294,2020,5000
"3653",4083303815,"20150421T000000",695000,5,2,3160,3990,1.5,0,0,3,7,1870,1290,1923,0,98103,47.654,-122.337,1780,4240
"3657",8588000315,"20140624T000000",225000,3,1.75,1330,13102,1,0,0,3,7,1330,0,1968,0,98003,47.3172,-122.322,1270,11475
"3662",4392200165,"20140904T000000",440000,1,1,850,6567,1,0,0,4,6,850,0,1940,0,98010,47.327,-122.039,2160,9794
"3672",8847400115,"20140723T000000",590000,3,2,2420,208652,1.5,0,0,3,8,2420,0,2005,0,98010,47.3666,-121.978,3180,212137
"3676",2526059086,"20140722T000000",620000,3,2.25,2190,45738,1,0,0,3,8,2190,0,1990,0,98052,47.7108,-122.12,2970,4496
"3699",5256500025,"20140827T000000",457000,4,1.75,2100,10358,1,0,0,5,8,1280,820,1959,0,98133,47.7478,-122.338,2080,9000
"3713",6413600123,"20141008T000000",455000,3,2.25,1870,7403,1,0,0,3,7,1870,0,1950,0,98125,47.7171,-122.32,1630,7440
"3715",6127600110,"20140502T000000",640000,4,2,1520,6200,1.5,0,0,3,7,1520,0,1945,0,98115,47.678,-122.269,1910,6200
"3720",7282900025,"20140506T000000",250000,3,1,1050,6874,1,0,0,3,6,1050,0,1954,0,98133,47.762,-122.355,1500,8954
"3744",2473372250,"20150121T000000",312500,3,1.75,1490,9493,1,0,0,4,8,1490,0,1976,0,98058,47.4514,-122.134,2440,9600
"3747",7230300100,"20140826T000000",320000,3,2,1820,17600,1,0,0,5,7,1820,0,1972,0,98059,47.4703,-122.112,2190,17440
"3771",2112700600,"20150513T000000",415000,3,2.25,1640,5880,1,0,0,3,7,1240,400,1977,0,98106,47.5323,-122.351,1200,4760
"3772",3222049112,"20150507T000000",449900,3,2.5,2780,8225,2,0,1,3,9,2780,0,1990,0,98198,47.3509,-122.323,720,9736
"3774",9348700490,"20150410T000000",899000,4,2.5,3540,9349,2,0,0,3,10,3540,0,2003,0,98052,47.7046,-122.107,3280,7546
"3777",1777500090,"20141229T000000",680000,6,2.5,3180,9375,1,0,0,4,8,1590,1590,1967,0,98006,47.5707,-122.129,2670,9625
"3795",4435000705,"20150309T000000",255500,3,1,1350,8700,1.5,0,0,3,6,1350,0,1942,0,98188,47.4497,-122.289,1300,8700
"3809",3530540090,"20141113T000000",245000,2,1.5,1450,6258,1,0,0,4,8,1450,0,1983,0,98198,47.3785,-122.322,1460,5375
"3824",3923400123,"20141017T000000",294950,4,2,2610,14321,1.5,0,0,4,6,1690,920,1940,0,98188,47.4672,-122.296,1630,8599
"3825",2249500367,"20141021T000000",736000,3,2.5,1980,2975,3,0,2,3,8,1980,0,1993,0,98109,47.6294,-122.344,1980,3144
"3828",8682250090,"20140504T000000",775000,2,2.5,2680,7392,1,0,0,3,9,2680,0,2004,0,98053,47.717,-122.026,2315,7045
"3829",6929602605,"20150203T000000",205000,3,1.75,1200,8631,1,0,0,3,7,1200,0,1959,0,98198,47.3864,-122.308,1564,8115
"3860",1891100090,"20140505T000000",620000,3,1.75,1480,2185,2.5,0,0,3,9,1480,0,2005,0,98034,47.6945,-122.17,1480,2441
"3878",7635801032,"20140710T000000",410000,3,1,1470,6500,1,0,0,4,7,1470,0,1953,0,98166,47.473,-122.362,1470,9300
"3881",7774200236,"20141211T000000",357000,3,1.5,1340,11744,1,0,0,2,7,1340,0,1950,0,98146,47.4947,-122.36,2020,13673
"3895",2085200261,"20150218T000000",422500,3,2,1960,6450,1,0,0,4,7,1000,960,1977,0,98038,47.3972,-122.029,1660,20720
"3909",925059113,"20140813T000000",490000,3,2,2370,12196,2,0,0,4,7,2370,0,1970,0,98033,47.6734,-122.176,1380,12196
"3920",7883604065,"20150501T000000",210000,2,1,1100,6000,1.5,0,0,4,6,1100,0,1900,0,98108,47.5275,-122.323,1280,6000
"3921",1158700100,"20140811T000000",575000,2,1.75,2770,19700,2,0,0,3,8,1780,990,1983,0,98177,47.7581,-122.365,2360,9700
"3935",1269200229,"20140723T000000",1379900,3,3.25,3786,38038,1,1,4,3,9,1934,1852,1978,2006,98070,47.3907,-122.448,2850,33361
